id;start_date;end_date;created_on;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_new;l4_new
592087;2020-03-10;9999-12-31;2020-03-10;-58.4378511;-34.5747031;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;2.0;87.0;78.0;;USD;Departamento;other;other
306410;2019-10-10;2020-02-09;2019-10-10;-58.4049650655;-34.5874224724;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;74.0;65.0;;USD;Departamento;Recoleta;other
111639;2019-10-27;2019-11-15;2019-10-27;-58.4088481;-34.5814108;Argentina;Capital Federal;Palermo;Palermo Chico;3.0;2.0;2.0;71.0;65.0;;USD;Departamento;other;Palermo Chico
949839;2020-04-23;2020-08-07;2020-04-23;-58.471245;-34.611061;Argentina;Capital Federal;Villa General Mitre;sin_info;3.0;2.0;1.0;;;;USD;PH;other;other
172072;2020-05-12;2020-05-20;2020-05-12;-58.4161032;-34.5980124;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;70.0;66.0;;USD;Departamento;other;other
918023;2020-03-18;2020-07-16;2020-03-18;-58.422891;-34.5866648;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
257092;2019-08-17;2019-08-22;2019-08-17;-58.3888119;-34.6326094;Argentina;Capital Federal;San Cristobal;sin_info;3.0;;1.0;66.0;60.0;;USD;Departamento;other;other
871540;2020-03-04;2020-06-17;2020-03-04;-58.360168;-34.618946;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;;3.0;;;;USD;Departamento;Puerto Madero;other
26725;2019-08-30;2019-09-03;2019-08-30;-58.4692014;-34.5548937;Argentina;Capital Federal;Nuñez;sin_info;2.0;;1.0;38.0;38.0;;USD;Departamento;other;other
102107;2019-09-03;2019-09-20;2019-09-03;-58.4816824847;-34.600352175;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;;1.0;;54.0;;USD;Departamento;other;other
521240;2019-08-05;2019-08-31;2019-08-05;-58.4722551;-34.5824408;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;;2.0;76.0;68.0;;USD;Departamento;other;other
261052;2020-07-24;2020-07-29;2020-07-24;-58.4701492;-34.5501439;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;68.0;66.0;;USD;Departamento;other;other
136384;2019-10-22;2019-11-06;2019-10-22;-58.42222;-34.59137;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;56.0;52.0;;USD;Departamento;other;other
22163;2019-09-07;2020-05-15;2019-09-07;-58.4585963;-34.6290328;Argentina;Capital Federal;Flores;sin_info;2.0;;1.0;46.0;42.0;;USD;Departamento;other;other
638039;2020-02-21;2020-02-22;2020-02-21;-58.4247443984;-34.5840546037;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;62.0;58.0;;USD;Departamento;other;other
500057;2019-07-24;2019-09-14;2019-07-24;-58.445347;-34.618827;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;55.0;51.0;;USD;Departamento;other;other
582466;2020-02-15;2020-02-16;2020-02-15;-58.4793782;-34.6006974;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;130.0;50.0;;USD;PH;other;other
195950;2020-05-19;2020-05-20;2020-05-19;-58.4298855;-34.606022;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;96.0;89.0;;USD;Departamento;other;other
175203;2020-06-11;9999-12-31;2020-06-11;-58.516874;-34.652771;Argentina;Capital Federal;Mataderos;sin_info;2.0;1.0;1.0;;;;USD;PH;other;other
185860;2019-11-15;2019-12-17;2019-11-15;-58.43646;-34.5636126;Argentina;Capital Federal;Belgrano;sin_info;3.0;;2.0;76.0;76.0;;USD;Departamento;Belgrano;other
389536;2019-10-29;2020-03-01;2019-10-29;-58.49863434;-34.64826202;Argentina;Capital Federal;Mataderos;sin_info;2.0;;2.0;65.0;60.0;;USD;Departamento;other;other
693499;2019-10-12;2019-10-18;2019-10-12;-58.4314669646;-34.5683832812;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;2.0;104.0;92.0;;USD;Departamento;Las Cañitas;other
163638;2019-09-04;9999-12-31;2019-09-04;-58.4585963;-34.6290328;Argentina;Capital Federal;Flores;sin_info;2.0;;1.0;46.0;42.0;;USD;Departamento;other;other
659320;2020-01-24;2020-02-13;2020-01-24;-58.4411014;-34.5527251;Argentina;Capital Federal;Belgrano;sin_info;3.0;1.0;2.0;120.0;90.0;;USD;PH;Belgrano;other
918777;2020-03-18;9999-12-31;2020-03-18;-57.9667469449;-34.9227339905;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;other;other
307509;2020-01-02;9999-12-31;2020-01-02;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
78624;2019-10-28;2020-01-21;2019-10-28;-58.400803;-34.590814;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;90.0;76.0;;USD;Departamento;Recoleta;other
147093;2019-11-17;2020-05-04;2019-11-17;-58.4139067;-34.5917088;Argentina;Capital Federal;Palermo;sin_info;3.0;;1.0;56.0;50.0;;USD;Departamento;other;other
757869;2020-02-07;9999-12-31;2020-02-07;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;80.0;;USD;Departamento;other;other
464630;2019-07-04;2019-07-10;2019-07-04;-58.4636372;-34.5581258;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;2.0;67.0;64.0;;USD;Departamento;Belgrano;other
11237;2020-06-28;2020-08-13;2020-06-28;-58.4266565257;-34.5818811752;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;1.0;1.0;58.0;49.0;;USD;Departamento;other;other
395300;2020-01-07;9999-12-31;2020-01-07;-58.4209936;-34.6114447;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;52.0;48.0;;USD;Departamento;other;other
452198;2019-08-31;9999-12-31;2019-08-31;-58.4412148563;-34.5968979673;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;39.0;39.0;;USD;PH;other;other
340175;2019-11-20;2020-05-14;2019-11-20;-58.4390389;-34.620405;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;3.0;;;;USD;Departamento;other;other
106280;2019-09-17;2020-07-30;2019-09-17;-58.3762209;-34.6321814;Argentina;Capital Federal;Barracas;sin_info;3.0;;1.0;84.0;75.0;;USD;Departamento;other;other
279394;2019-08-20;2019-09-04;2019-08-20;-58.4539719;-34.5508486;Argentina;Capital Federal;Nuñez;sin_info;2.0;1.0;1.0;40.0;37.0;;USD;Departamento;other;other
387216;2019-12-16;2019-12-23;2019-12-16;-58.4301434;-34.6013644;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;78.0;70.0;;USD;Departamento;other;other
965014;2019-09-12;2019-09-14;2019-09-12;-58.500704;-34.609493;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;57.0;51.0;;USD;Departamento;other;other
418984;2020-07-15;9999-12-31;2020-07-15;-58.4009027;-34.6034292;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;75.0;;;USD;Departamento;other;other
607022;2019-09-14;2019-11-02;2019-09-14;-58.5039934;-34.638061;Argentina;Capital Federal;Villa Luro;sin_info;3.0;2.0;1.0;60.0;57.0;;USD;PH;other;other
97509;2019-11-04;9999-12-31;2019-11-04;-58.4570677;-34.6310846;Argentina;Capital Federal;Flores;sin_info;3.0;;;74.0;67.0;;USD;Departamento;other;other
282191;2019-11-07;2020-05-15;2019-11-07;-57.9462951424;-34.9271131148;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
415375;2019-11-28;9999-12-31;2019-11-28;-58.4360871;-34.5887112;Argentina;Capital Federal;Palermo;sin_info;2.0;;1.0;45.0;42.0;;USD;Departamento;other;other
507410;2020-01-11;2020-01-14;2020-01-11;-58.4405457447;-34.5968649818;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;50.0;45.0;;USD;Departamento;other;other
567147;2019-12-05;2020-03-16;2019-12-05;-58.495;-34.577848;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;47.0;42.0;;USD;Departamento;other;other
431402;2019-10-24;2020-01-06;2019-10-24;-57.972275;-34.932198;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;73.0;51.0;;USD;PH;other;other
680161;2020-02-05;9999-12-31;2020-02-05;-57.9498320651;-34.9359937888;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;35.0;;USD;Departamento;other;other
410482;2019-10-13;2019-12-23;2019-10-13;-58.4364967;-34.5825276;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;2.0;112.0;53.0;;USD;Departamento;other;other
250318;2020-01-16;2020-01-21;2020-01-16;-58.430502;-34.599302;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;51.0;51.0;;USD;Departamento;other;other
51826;2019-11-03;2019-11-17;2019-11-03;-58.4395847146;-34.5955829722;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;60.0;52.0;;USD;Departamento;other;other
438426;2019-11-16;2019-12-23;2019-11-16;-58.421951;-34.5891382;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;62.0;49.0;;USD;Departamento;other;other
583449;2020-02-15;2020-02-16;2020-02-15;-58.4437663903;-34.5862630496;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;85.0;80.0;;USD;Departamento;other;other
776330;2020-02-29;2020-04-03;2020-02-29;-58.4873738;-34.5694481;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;32.0;30.0;;USD;Departamento;other;other
846632;2019-08-03;2019-08-10;2019-08-03;-58.47850418;-34.57223511;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;;2.0;75.0;68.0;;USD;Departamento;other;other
119803;2020-01-06;9999-12-31;2020-01-06;-60.6547867545;-32.9324062698;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other
71583;2019-12-17;2019-12-23;2019-12-17;;;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;31.0;31.0;;USD;Departamento;Recoleta;other
331489;2020-05-13;2020-05-20;2020-05-13;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;58.0;50.0;;USD;Departamento;other;other
295245;2020-02-06;2020-06-19;2020-02-06;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other
88396;2019-12-30;2020-01-14;2019-12-30;-58.4252948987;-34.6024282849;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;52.0;52.0;;USD;Departamento;other;other
607033;2019-09-14;2019-09-17;2019-09-14;-58.4767378369;-34.5741929412;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;104.0;84.0;;USD;PH;other;other
20115;2019-08-23;2019-09-04;2019-08-23;-58.461682442;-34.6047193311;Argentina;Capital Federal;Paternal;sin_info;3.0;2.0;2.0;63.0;57.0;;USD;Departamento;other;other
854182;2020-01-17;9999-12-31;2020-01-17;-58.507187;-34.5933839;Argentina;Capital Federal;Villa Devoto;sin_info;3.0;2.0;1.0;62.0;62.0;;USD;Departamento;other;other
342686;2020-04-15;2020-05-26;2020-04-15;-58.4430143652;-34.6165352218;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;84.0;75.0;;USD;Departamento;other;other
61262;2020-05-17;2020-05-20;2020-05-17;-58.4312525568;-34.5991381138;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;63.0;47.0;;USD;Departamento;other;other
244867;2019-12-28;2020-02-13;2019-12-28;-58.432163;-34.5687987;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;3.0;116.0;100.0;;USD;Departamento;Las Cañitas;other
235716;2019-11-02;2019-11-17;2019-11-02;-58.404513;-34.584808;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;33.0;27.0;;USD;Departamento;other;other
548465;2019-11-14;2020-01-21;2019-11-14;-58.4779253;-34.6402576;Argentina;Capital Federal;Parque Avellaneda;sin_info;3.0;2.0;;;;;USD;Departamento;other;other
684081;2020-03-09;2020-03-12;2020-03-09;-58.4299508;-34.5799971;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;1.0;59.0;59.0;;USD;Departamento;other;other
323779;2020-04-27;2020-05-05;2020-04-27;-58.4561568;-34.5492198;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;70.0;66.0;;USD;Departamento;other;other
66120;2019-07-08;2019-07-09;2019-07-08;-58.4195317663;-34.6095151384;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;80.0;65.0;;USD;Departamento;other;other
854120;2020-01-17;2020-01-21;2020-01-17;-58.448762;-34.629361;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;80.0;68.0;;USD;Departamento;other;other
435725;2019-08-08;2019-09-14;2019-08-08;-57.973003;-34.91942;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;65.0;65.0;;USD;PH;other;other
782422;2019-07-11;2019-07-15;2019-07-11;-58.4302274281;-34.5707078807;Argentina;Capital Federal;Las Cañitas;sin_info;2.0;1.0;2.0;150.0;75.0;;USD;Departamento;Las Cañitas;other
576883;2019-08-13;2019-08-14;2019-08-13;-58.421008;-34.608248;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;52.0;48.0;;USD;Departamento;other;other
303673;2020-07-04;2020-09-10;2020-07-04;-58.4415845;-34.5668311;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;92.0;84.0;;USD;Departamento;Belgrano;other
209000;2020-01-27;2020-01-27;2020-01-27;-58.4299313;-34.6003958;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other
324976;2020-03-30;9999-12-31;2020-03-30;-58.3753182418;-34.5990754351;Argentina;Capital Federal;San Nicolás;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;other;other
221317;2019-10-26;2019-11-12;2019-10-26;-57.959398;-34.903477;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;51.0;48.0;;USD;Departamento;other;other
854108;2020-01-17;2020-01-19;2020-01-17;-58.490674;-34.553137;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;2.0;87.0;79.0;;USD;Departamento;other;other
10500;2019-10-03;9999-12-31;2019-10-03;-58.3632768;-34.6041931;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;;1.0;;66.0;;USD;Departamento;Puerto Madero;other
95816;2019-11-24;2019-12-05;2019-11-24;;;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;43.0;40.0;;USD;Departamento;other;other
549974;2019-10-09;2020-02-15;2019-10-09;-58.438978;-34.586822;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;47.0;43.0;;USD;Departamento;other;other
659984;2020-01-24;2020-02-11;2020-01-24;-58.4143368;-34.5946538;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;90.0;90.0;;USD;Departamento;other;other
849774;2020-02-03;2020-07-16;2020-02-03;-58.4644209;-34.5533609;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;34.0;;USD;Departamento;Belgrano;other
86188;2019-10-07;2020-07-20;2019-10-07;-58.4300987;-34.6124345;Argentina;Capital Federal;Caballito;sin_info;2.0;;1.0;55.0;46.0;;USD;Departamento;other;other
107474;2020-05-10;2020-05-20;2020-05-10;-58.4187294;-34.6034604;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;90.0;60.0;;USD;Departamento;other;other
71730;2019-12-17;2019-12-23;2019-12-17;-58.456282819;-34.6265724302;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;56.0;48.0;;USD;Departamento;other;other
57292;2019-12-18;2020-07-24;2019-12-18;-58.422895;-34.612287;Argentina;Capital Federal;Almagro;sin_info;2.0;;;66.0;56.0;;USD;Departamento;other;other
229783;2020-06-18;2020-06-20;2020-06-18;-58.4483554;-34.5760225;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;30.0;29.0;;USD;Departamento;other;other
198478;2019-07-05;2019-07-09;2019-07-05;-58.3713942;-34.6218351;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;other;other
701784;2020-02-27;2020-07-27;2020-02-27;-58.46744919;-34.55461121;Argentina;Capital Federal;Nuñez;sin_info;2.0;;2.0;215.0;115.0;;USD;Departamento;other;other
282450;2019-11-07;2019-11-20;2019-11-07;-58.520023;-34.6475541;Argentina;Capital Federal;Liniers;sin_info;3.0;;1.0;90.0;90.0;;USD;PH;other;other
464725;2019-07-04;2019-07-09;2019-07-04;-58.3795787;-34.6082118;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;66.0;60.0;;USD;Departamento;other;other
877962;2019-11-13;2020-03-18;2019-11-13;-57.9554485564;-34.9298112842;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;other;other
410580;2019-10-13;2019-10-27;2019-10-13;-58.4159692987;-34.5898317078;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;37.0;35.0;;USD;Departamento;other;other
106000;2019-09-17;2019-10-16;2019-09-17;-58.4045468;-34.5914415;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;;1.0;50.0;47.0;;USD;Departamento;other;other
353078;2020-01-14;2020-02-13;2020-01-14;-57.9638802355;-34.9345683179;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;53.0;49.0;;USD;Departamento;other;other
428070;2020-01-25;2020-02-11;2020-01-25;-58.4421207;-34.5934642;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;51.0;46.0;;USD;Departamento;other;other
262230;2019-12-26;2020-08-17;2019-12-26;-58.369186;-34.639681;Argentina;Capital Federal;Boca;sin_info;2.0;1.0;1.0;84.0;74.0;;USD;Departamento;Boca;other
631612;2020-02-14;2020-09-23;2020-02-14;-58.37509537;-34.63514328;Argentina;Capital Federal;Barracas;sin_info;3.0;;3.0;105.0;95.0;;USD;Departamento;other;other
418083;2020-07-15;9999-12-31;2020-07-15;-58.44307709;-34.57348633;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;110.0;60.0;;USD;Departamento;Belgrano;other
606321;2019-09-14;2019-09-17;2019-09-14;-58.4157145;-34.5968801;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;42.0;39.0;;USD;Departamento;other;other
986802;2019-08-01;2019-08-14;2019-08-01;-58.524468;-34.6542107;Argentina;Capital Federal;Liniers;sin_info;3.0;2.0;2.0;107.0;76.0;;USD;Departamento;other;other
958764;2020-05-30;9999-12-31;2020-05-30;-58.5060029;-34.6541268;Argentina;Capital Federal;Mataderos;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
577472;2019-08-13;2019-08-14;2019-08-13;-58.4548468747;-34.6072258673;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;other;other
394889;2020-01-07;2020-02-13;2020-01-07;;;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Belgrano;other
950692;2020-04-23;9999-12-31;2020-04-23;-58.512836;-34.639778;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
216015;2020-06-09;2020-06-16;2020-06-09;-58.3955699;-34.5863435;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;2.0;79.0;69.0;;USD;Departamento;Recoleta;other
478257;2020-05-18;9999-12-31;2020-05-18;-57.958791;-34.902245;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;53.0;;USD;Departamento;other;other
274972;2020-06-25;2020-06-27;2020-06-25;-58.4227242614;-34.5876709132;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;2.0;73.0;67.0;;USD;Departamento;other;other
391573;2020-01-05;2020-01-24;2020-01-05;-58.4303447543;-34.6016938057;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;55.0;45.0;;USD;Departamento;other;other
288492;2019-08-06;2019-09-04;2019-08-06;-58.4371454;-34.6297725;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;;1.0;46.0;40.0;;USD;Departamento;other;other
606268;2019-09-14;2019-09-17;2019-09-14;-58.4057042;-34.6006579;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;38.0;35.0;;USD;Departamento;other;other
521782;2019-08-05;2019-10-10;2019-08-05;-58.456379;-34.553658;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;63.0;63.0;;USD;Departamento;Belgrano;other
626272;2019-10-31;2019-12-23;2019-10-31;-58.4426871;-34.5845831;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;54.0;46.0;;USD;Departamento;other;other
188505;2020-06-20;2020-06-25;2020-06-20;;;Argentina;Capital Federal;Palermo;Palermo Hollywood;3.0;2.0;2.0;95.0;79.0;;USD;Departamento;other;other
589944;2020-03-10;2020-03-15;2020-03-10;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;58.0;50.0;;USD;Departamento;other;other
841003;2020-03-07;2020-03-15;2020-03-07;-58.4328816;-34.6340618;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;1.0;1.0;49.0;49.0;;USD;Departamento;other;other
902536;2020-04-29;2020-06-15;2020-04-29;-57.9480725359;-34.9272506784;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;72.0;64.0;;USD;Departamento;other;other
984142;2019-08-01;2019-10-03;2019-08-01;-58.4666435;-34.5643783;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;55.0;50.0;;USD;Departamento;Belgrano;other
738889;2020-01-18;2020-08-12;2020-01-18;-58.4479027;-34.6087189;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other
207862;2019-10-25;2019-12-27;2019-10-25;;;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;;;;USD;Departamento;other;other
301077;2020-07-14;2020-08-13;2020-07-14;-58.4226390036;-34.6156201897;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;74.0;56.0;;USD;Departamento;other;other
883820;2020-04-02;2020-04-03;2020-04-02;-58.43712;-34.59601;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;79.0;76.0;;USD;Departamento;other;other
692450;2019-10-12;2019-10-26;2019-10-12;;;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;other;other
256995;2019-08-17;2019-10-08;2019-08-17;-58.431375;-34.609251;Argentina;Capital Federal;Almagro;sin_info;3.0;;;90.0;74.0;;USD;Departamento;other;other
577141;2019-08-13;2019-08-14;2019-08-13;-58.4689659;-34.565054;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Belgrano;other
853644;2020-01-17;2020-02-13;2020-01-17;;;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;other;other
985816;2019-08-01;2019-08-13;2019-08-01;-58.4070302813;-34.5885478321;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;47.0;40.0;;USD;Departamento;other;other
956589;2020-05-20;2020-05-20;2020-05-20;-58.4477355791;-34.5955966314;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;53.0;41.0;;USD;Departamento;other;other
331755;2020-05-13;9999-12-31;2020-05-13;-58.39725;-34.611923;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;PH;other;other
198643;2019-07-05;2019-08-17;2019-07-05;-58.465816;-34.629677;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;71.0;62.0;;USD;Departamento;other;other
64128;2020-05-06;9999-12-31;2020-05-06;-58.4150131;-34.5846553;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;other;other
747481;2019-11-01;2019-12-23;2019-11-01;-58.3931268;-34.5953838;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;115.0;110.0;;USD;Departamento;Recoleta;other
541807;2020-05-15;2020-06-26;2020-05-15;-58.4041972;-34.6175028;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other
274946;2020-06-25;2020-06-27;2020-06-25;-58.4029247813;-34.6043282106;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;81.0;75.0;;USD;Departamento;other;other
164380;2019-09-04;2019-09-04;2019-09-04;-58.4017833;-34.5837916;Argentina;Capital Federal;Palermo;sin_info;3.0;3.0;3.0;93.0;80.0;;USD;Departamento;other;other
171710;2020-05-12;2020-05-20;2020-05-12;-58.43410906;-34.60163988;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;54.0;44.0;;USD;Departamento;other;other
692309;2019-10-12;2019-10-12;2019-10-12;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;48.0;44.0;;USD;Departamento;other;other
282455;2019-11-07;2020-02-11;2019-11-07;-58.4710332;-34.6016448;Argentina;Capital Federal;Paternal;sin_info;3.0;;1.0;123.0;91.0;;USD;PH;other;other
356161;2019-11-06;2020-08-07;2019-11-06;-58.4372446;-34.6234139;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;67.0;67.0;;USD;Departamento;other;other
106311;2019-09-17;9999-12-31;2019-09-17;-58.4653526;-34.6169345;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;70.0;60.0;;USD;Departamento;other;other
247558;2020-01-03;2020-01-24;2020-01-03;-58.4459660365;-34.6031983574;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;78.0;78.0;;USD;PH;other;other
6752;2019-09-10;2020-07-08;2019-09-10;-58.3904625;-34.6178593;Argentina;Capital Federal;Monserrat;sin_info;3.0;;1.0;57.0;52.0;;USD;Departamento;other;other
546942;2019-11-14;2020-01-10;2019-11-14;-58.4004006;-34.5900048;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;;1.0;42.0;;;USD;Departamento;other;other
918812;2020-03-18;9999-12-31;2020-03-18;-57.9318358;-34.9182065;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;other;other
47004;2019-10-11;2020-06-12;2019-10-11;-58.4687346;-34.628967;Argentina;Capital Federal;Flores;sin_info;2.0;;1.0;52.0;47.0;;USD;Departamento;other;other
877721;2019-11-13;9999-12-31;2019-11-13;-58.4137016;-34.6205402;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;;;;;USD;Departamento;other;other
652407;2019-11-12;9999-12-31;2019-11-12;-58.4297224;-34.6003976;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;other;other
