id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob;lat_final;lon_final
90021;-58.3960942;-34.5979747;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;4;30;2020;5;20;2;3923.8013271736745;-34.5979747;-34.5979747
566683;-58.466583267;-34.6211154015;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Centro;Comuna 7;other;other;2019;12;5;2020;5;14;4;0.0;-34.6211154015;-34.6211154015
428134;-58.4015591464;-34.6105082609;Argentina;Capital Federal;Congreso;sin_info;2.0;1.0;1.0;35.0;35.0;;USD;Departamento;other;other;other;other;2020;1;25;2020;2;11;1;0.0;-34.6105082609;-34.6105082609
289921;-58.4201224;-34.5880071;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;43.0;37.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;16;2020;4;16;2;3744.941017688023;-34.5880071;-34.5880071
691782;-58.4237749;-34.6213495;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;2.0;81.0;72.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;12;2019;12;23;4;3145.2527349928964;-34.6213495;-34.6213495
416411;-58.3851921;-34.601551;Argentina;Capital Federal;Tribunales;sin_info;3.0;2.0;2.0;73.0;73.0;;USD;Departamento;other;other;other;other;2019;11;28;2019;12;23;4;0.0;-34.601551;-34.601551
446384;-58.402001;-34.5830525;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;51.0;44.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;1;2020;4;6;2;3744.941017688023;-34.5830525;-34.5830525
39291;-58.3942981821;-34.5857186536;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;75.0;75.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;12;21;2019;12;23;4;4028.3176724417417;-34.5857186536;-34.5857186536
607411;-58.0775052142;-34.8499471303;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;Villa Elisa;3.0;2.0;1.0;70.0;70.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;9;14;2019;9;17;3;0.0;-34.8499471303;-34.8499471303
597983;-58.399436;-34.61535;Argentina;Capital Federal;Balvanera;sin_info;3.0;1.0;1.0;105.0;105.0;;USD;PH;Este;Comuna 3;other;other;2020;3;25;2020;8;27;1;2730.644274398216;-34.61535;-34.61535
583873;-58.485458;-34.635151;Argentina;Capital Federal;Floresta;sin_info;3.0;2.0;1.0;80.0;80.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;2;15;2020;4;1;1;0.0;-34.635151;-34.635151
217389;-58.4381040559;-34.5522324294;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;2.0;120.0;100.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;4;9999;12;31;2;3900.3552203916724;-34.5522324294;-34.5522324294
488660;-58.4140434;-34.6011892;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;3.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;30;2019;12;5;4;3145.2527349928964;-34.6011892;-34.6011892
257359;-58.476048;-34.570884;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;91.0;81.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;8;17;2019;9;14;3;3361.356685278829;-34.570884;-34.570884
699535;-58.4523179;-34.5532150804;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;2.0;84.0;64.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;24;2020;6;25;2;3900.3552203916724;-34.5532150804;-34.5532150804
607432;-58.4010581;-34.5935423;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;53.0;50.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;9;14;2019;9;17;3;4116.736735495754;-34.5935423;-34.5935423
13982;-58.430333;-34.6277352;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;3.0;103.0;88.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;23;2020;6;11;2;3245.6235781903574;-34.6277352;-34.6277352
293617;-58.3762209;-34.6321814;Argentina;Capital Federal;Barracas;sin_info;2.0;1.0;1.0;56.0;49.0;;USD;Departamento;Sur;Comuna 4;other;other;2020;7;25;2020;7;29;3;0.0;-34.6321814;-34.6321814
651400;-58.4772018;-34.5865012;Argentina;Capital Federal;Parque Chas;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;12;2020;5;14;4;0.0;-34.5865012;-34.5865012
666633;-58.4249797;-34.5957852;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;6;2020;4;16;2;3175.9177624488034;-34.5957852;-34.5957852
394555;-58.4696921;-34.6172037;Argentina;Capital Federal;Villa General Mitre;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Oeste;Comuna 11;other;other;2020;1;7;2020;1;18;1;0.0;-34.6172037;-34.6172037
785317;-58.4111009;-34.5905216;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;86.0;82.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;20;2020;5;5;1;3834.6405277128156;-34.5905216;-34.5905216
209898;-58.406824;-34.625997;Argentina;Capital Federal;San Cristobal;sin_info;2.0;1.0;1.0;41.0;41.0;;USD;Departamento;Este;Comuna 3;other;other;2020;1;27;2020;2;13;1;0.0;-34.625997;-34.625997
89978;-58.41435;-34.60273;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;3.0;85.0;57.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;30;2020;5;15;2;3175.9177624488034;-34.60273;-34.60273
746970;-58.383098;-34.595707;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;57.0;53.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;1;2019;12;9;4;4028.3176724417417;-34.595707;-34.595707
28285;-58.4855057;-34.5542024;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2019;11;11;9999;12;31;4;3170.685207021417;-34.5542024;-34.5542024
832631;-58.38743973;-34.61288834;Argentina;Capital Federal;Monserrat;sin_info;2.0;;;36.0;36.0;;USD;Departamento;Este;Comuna 1;other;other;2020;4;28;2020;5;22;2;0.0;-34.61288834;-34.61288834
782198;-58.4610473534;-34.5579344492;Argentina;Capital Federal;Belgrano;sin_info;3.0;;1.0;67.0;61.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;7;11;2019;7;26;3;3936.86728916333;-34.5579344492;-34.5579344492
651143;-57.9819142;-34.9180563;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;12;2020;5;15;4;0.0;-34.9180563;-34.9180563
418472;-58.4154119;-34.5934413;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;133.0;39.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;15;2020;9;7;3;3575.1415891207776;-34.5934413;-34.5934413
800860;-58.4234104848;-34.5913610985;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;2;12;2020;2;13;1;3834.6405277128156;-34.5913610985;-34.5913610985
44655;-58.3949913;-34.6021805;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;51.0;51.0;;USD;Departamento;other;other;other;other;2020;7;2;2020;7;28;3;0.0;-34.6021805;-34.6021805
986768;-58.4298855;-34.606022;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;96.0;89.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;1;2019;8;14;3;3123.5529113949997;-34.606022;-34.606022
606245;-58.4559947;-34.6279679;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;100.0;80.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;9;14;2019;9;17;3;2822.369474862677;-34.6279679;-34.6279679
238579;-58.4380608302;-34.6010704781;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;91.0;86.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;1;2020;7;16;3;2984.278178294091;-34.6010704781;-34.6010704781
987015;-58.4653123842;-34.5532486059;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;79.0;69.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;1;2019;8;13;3;3936.86728916333;-34.5532486059;-34.5532486059
581388;-58.4970665641;-34.5682883364;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;78.0;58.0;;USD;PH;Norte;Comuna 12;other;other;2020;2;15;2020;8;3;1;3326.1046335961973;-34.5682883364;-34.5682883364
679645;-58.4639593;-34.5601671;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;45.0;45.0;;USD;PH;Norte;Comuna 13;other;other;2020;2;5;9999;12;31;1;3894.8593746406755;-34.5601671;-34.5601671
441166;-58.4237547;-34.5766828;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;48.0;48.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;27;2020;2;11;4;3999.4417464053645;-34.5766828;-34.5766828
68715;-58.4277245;-34.5960517;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;52.0;52.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;11;9;2019;11;9;4;3873.022431225748;-34.5960517;-34.5960517
395207;-60.665507;-32.9474861;Argentina;Capital Federal;sin_info;sin_info;3.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;7;9999;12;31;1;0.0;-34.6075682;-58.4370894
660192;-58.4326157;-34.6209886;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;73.0;63.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;24;9999;12;31;1;3287.4493983760863;-34.6209886;-34.6209886
279835;-58.4158886934;-34.5847947351;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;66.0;66.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;20;2019;9;2;3;3902.1896178093994;-34.5847947351;-34.5847947351
152790;-58.4329715;-34.615279;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;64.0;56.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;28;2019;9;4;3;3395.6591326763664;-34.615279;-34.615279
103868;-58.3683384;-34.6334436;Argentina;Capital Federal;Boca;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;other;other;other;other;2019;11;23;2019;12;14;4;0.0;-34.6334436;-34.6334436
309643;-58.4002472;-34.5796724;Argentina;Capital Federal;Palermo;Palermo Chico;2.0;1.0;1.0;52.0;52.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2020;7;26;2020;7;29;3;3575.1415891207776;-34.5796724;-34.5796724
660240;-58.4493633;-34.5848254;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;1.0;68.0;65.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;24;2020;2;13;1;3492.45183255526;-34.5848254;-34.5848254
849704;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;2.0;;;;USD;Departamento;other;other;other;other;2020;2;3;2020;2;19;1;0.0;-34.6075682;-58.4370894
825180;-58.4375316924;-34.6039504503;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;82.0;74.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;4;8;2020;4;16;2;3175.9177624488034;-34.6039504503;-34.6039504503
571517;-58.4110816;-34.5860841;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;65.0;65.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;3;2020;6;15;2;3744.941017688023;-34.5860841;-34.5860841
507349;-57.9402771;-34.91168976;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;;1.0;60.0;60.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;11;2020;9;20;1;0.0;-34.91168976;-34.91168976
64414;-58.4838490342;-34.6734943645;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;PH;Sur;Comuna 8;Villa Lugano;other;2020;5;6;9999;12;31;2;0.0;-34.6734943645;-34.6734943645
678977;-58.459549;-34.571516;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;1.0;41.0;41.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;5;2020;6;27;1;3492.45183255526;-34.571516;-34.571516
362009;-58.4122198;-34.5836948;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;;1.0;60.0;57.0;;USD;Departamento;other;other;other;other;2019;12;10;2020;1;16;4;0.0;-34.5836948;-34.5836948
83038;-58.3897001;-34.5889361;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;82.0;82.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;12;7;2019;12;23;4;4028.3176724417417;-34.5889361;-34.5889361
209012;-58.3754615;-34.633875;Argentina;Capital Federal;Barracas;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Sur;Comuna 4;other;other;2020;1;27;2020;1;27;1;0.0;-34.633875;-34.633875
127156;-57.9391246867;-34.9310682074;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;30.0;30.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;7;7;2020;7;14;3;0.0;-34.9310682074;-34.9310682074
119659;;;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;;;;USD;PH;other;other;other;other;2020;1;6;9999;12;31;1;0.0;-34.6075682;-58.4370894
639034;-58.481551;-34.569145;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;46.0;42.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;21;2020;4;1;1;3326.1046335961973;-34.569145;-34.569145
543278;-58.4952451;-34.5776077;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;15;9999;12;31;2;3353.0802504285743;-34.5776077;-34.5776077
410305;-58.4612054;-34.5617518;Argentina;Capital Federal;Belgrano;sin_info;3.0;;1.0;50.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;13;2020;5;4;4;3999.4417464053645;-34.5617518;-34.5617518
659110;-58.4151790385;-34.5984570024;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;56.0;56.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;24;2020;2;11;1;3128.8662553727586;-34.5984570024;-34.5984570024
185907;-58.4388745;-34.6179438;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;72.0;61.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;11;15;2019;12;4;4;3426.100855601055;-34.6179438;-34.6179438
287427;-58.4845183;-34.5437279;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;1.0;105.0;;;USD;Departamento;Norte;Comuna 12;other;other;2020;6;23;2020;6;25;2;3048.8810114778603;-34.5437279;-34.5437279
25199;-58.4305506021;-34.6031140805;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;135.0;135.0;;USD;PH;Centro;Comuna 5;other;other;2020;5;27;2020;6;1;2;3175.9177624488034;-34.6031140805;-34.6031140805
902905;-58.4823786;-34.5746148;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;4;29;9999;12;31;2;3353.0802504285743;-34.5746148;-34.5746148
743027;-58.4389921;-34.574836;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;30;9999;12;31;2;3900.3552203916724;-34.574836;-34.574836
994140;-58.4864421463;-34.6353246856;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;47.0;47.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;1;9;2020;1;24;1;2721.828968903437;-34.6353246856;-34.6353246856
525439;-58.378101;-34.622196;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;1.0;66.0;63.0;;USD;Departamento;Este;Comuna 1;other;other;2020;7;9;9999;12;31;3;0.0;-34.622196;-34.622196
116302;-58.4293357;-34.5797424;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;78.0;78.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;8;2020;6;8;2;3744.941017688023;-34.5797424;-34.5797424
987048;-58.4620057;-34.5585311;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;53.0;53.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;1;2019;8;14;3;3936.86728916333;-34.5585311;-34.5585311
133703;-58.4216;-34.601849;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;;;;USD;PH;Centro;Comuna 5;other;other;2020;4;18;2020;7;14;2;3175.9177624488034;-34.601849;-34.601849
25408;;;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;59.0;59.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;27;2020;6;1;2;3051.8708736518493;-34.5983947;-58.4424743
252973;-58.5168905;-34.6203427;Argentina;Capital Federal;Villa Devoto;sin_info;2.0;;;60.0;50.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;7;12;9999;12;31;3;0.0;-34.6203427;-34.6203427
473769;-58.504748;-34.60375;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;;199.0;;USD;PH;Oeste;Comuna 11;other;other;2019;7;6;2019;8;17;3;0.0;-34.60375;-34.60375
98573;-58.4864421463;-34.6353246856;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;47.0;47.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;12;25;2020;1;9;4;2786.7644084934277;-34.6353246856;-34.6353246856
190531;-58.47999191;-34.57281113;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;;2.0;80.0;73.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;5;26;2020;9;23;2;3353.0802504285743;-34.57281113;-34.57281113
638922;-58.4432459;-34.594663;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;92.0;73.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;21;9999;12;31;1;3153.2079320597763;-34.594663;-34.594663
346283;-58.4336412821;-34.601207603;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;7;21;2020;8;13;3;2984.278178294091;-34.601207603;-34.601207603
856296;-58.4326294;-34.601744;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;1.0;42.0;38.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;9;18;9999;12;31;3;3231.277016852641;-34.601744;-34.601744
364159;-58.501381;-34.658554;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;1.0;163.0;81.0;;USD;PH;Oeste;Comuna 9;other;other;2020;2;9;9999;12;31;1;2795.5212594094796;-34.658554;-34.658554
438792;-58.4347896604;-34.6038145208;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;90.0;81.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;16;2019;12;1;4;3136.0511595221365;-34.6038145208;-34.6038145208
536576;-58.5096016;-34.6547858;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;4;24;2020;8;6;2;2669.662921348314;-34.6547858;-34.6547858
238101;-58.4688878;-34.565058;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;50.0;;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;1;9999;12;31;3;3673.8018179977926;-34.565058;-34.565058
42244;-58.480825;-34.552978;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;2.0;116.0;73.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;7;14;2019;7;29;3;0.0;-34.552978;-34.552978
195699;-58.41402817;-34.64254379;Argentina;Capital Federal;Pompeya;sin_info;2.0;;2.0;70.0;62.0;;USD;Departamento;other;other;other;other;2020;5;19;2020;7;2;2;0.0;-34.64254379;-34.64254379
480753;-68.46814;-33.08103;Argentina;Capital Federal;sin_info;sin_info;3.0;2.0;1.0;53.0;38.0;;USD;PH;other;other;other;other;2019;10;18;2020;2;21;4;0.0;-34.6075682;-58.4370894
879309;-58.4582325;-34.5682838;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;;;;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;13;2020;2;4;4;3999.4417464053645;-34.5682838;-34.5682838
877746;-58.4133365;-34.6039952;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;13;2020;3;14;4;3145.2527349928964;-34.6039952;-34.6039952
610861;-58.4312525568;-34.5991381138;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;63.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;17;2020;4;17;2;3744.941017688023;-34.5991381138;-34.5991381138
157280;-58.439268;-34.598574;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;2.0;55.0;50.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;7;30;2019;11;22;3;3231.277016852641;-34.598574;-34.598574
987056;-58.4601037148;-34.5642993158;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;3.0;95.0;95.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;1;2019;8;14;3;3936.86728916333;-34.5642993158;-34.5642993158
585078;-58.4235691;-34.5767911;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;2.0;57.0;52.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;2;15;2020;2;16;1;3834.6405277128156;-34.5767911;-34.5767911
659210;;;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;1.0;1.0;52.0;46.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;24;2020;2;11;1;3834.6405277128156;-34.5803362;-58.4245236
492348;-58.4529458;-34.5632628;Argentina;Capital Federal;Belgrano;sin_info;3.0;;1.0;73.0;69.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;15;2020;3;2;3;3936.86728916333;-34.5632628;-34.5632628
853837;-58.411581;-34.630827;Argentina;Capital Federal;Parque Patricios;sin_info;2.0;1.0;1.0;53.0;44.0;;USD;Departamento;Sur;Comuna 4;other;other;2020;1;17;9999;12;31;1;0.0;-34.630827;-34.630827
787205;-58.4284464413;-34.578764471;Argentina;Capital Federal;Palermo;Palermo Hollywood;3.0;2.0;1.0;78.0;75.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;3;20;2020;4;3;1;3834.6405277128156;-34.578764471;-34.578764471
877747;-58.4133365;-34.6039952;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;13;2020;5;14;4;3145.2527349928964;-34.6039952;-34.6039952
178556;-58.4620057;-34.5585311;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;53.0;53.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;8;9999;12;31;2;3900.3552203916724;-34.5585311;-34.5585311
82631;-58.4436587;-34.5955379;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;12;7;2020;5;5;4;3136.0511595221365;-34.5955379;-34.5955379
660402;-58.4357894071;-34.59768796;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;50.0;50.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;24;2020;2;11;1;3153.2079320597763;-34.59768796;-34.59768796
905824;-58.4158886934;-34.5847947351;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;66.0;66.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;29;2020;5;8;2;3744.941017688023;-34.5847947351;-34.5847947351
28139;-58.3903966;-34.6008298;Argentina;Capital Federal;San Nicolás;sin_info;2.0;1.0;;;;;USD;Departamento;other;other;other;other;2019;11;11;2020;8;3;4;0.0;-34.6008298;-34.6008298
91810;-58.4015661;-34.6122251;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;55.0;49.0;;USD;Departamento;other;other;other;other;2020;4;26;2020;6;4;2;0.0;-34.6122251;-34.6122251
332058;;;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;80.0;72.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;13;9999;12;31;2;3175.9177624488034;-34.6099883;-58.4222331
499671;;;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;;1.0;47.0;47.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;7;24;9999;12;31;3;0.0;-34.9206797;-57.9537638
701710;-58.4954463;-34.579948;Argentina;Capital Federal;Villa Pueyrredón;sin_info;3.0;2.0;1.0;64.0;;;USD;Departamento;other;other;other;other;2020;2;27;2020;5;18;1;2810.1827945884543;-34.579948;-34.579948
807865;-58.4068542;-34.5820327;Argentina;Capital Federal;Palermo;Palermo Chico;2.0;1.0;1.0;39.0;35.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2020;3;17;2020;4;3;1;3834.6405277128156;-34.5820327;-34.5820327
498;-58.439417273;-34.6020413286;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;1.0;59.0;53.0;;USD;Departamento;other;other;other;other;2019;7;7;2019;7;9;3;0.0;-34.6020413286;-34.6020413286
268354;-58.4033502;-34.596566;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;54.0;50.0;;USD;Departamento;other;other;other;other;2020;4;14;2020;5;5;2;0.0;-34.596566;-34.596566
578299;-58.4553959;-34.5677571;Argentina;Capital Federal;Colegiales;sin_info;3.0;2.0;2.0;140.0;80.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;13;2019;8;14;3;3585.4745607023;-34.5677571;-34.5677571
948376;-58.4043175571;-34.580746571;Argentina;Capital Federal;Palermo;Palermo Chico;3.0;2.0;4.0;151.0;135.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Chico;2020;3;13;2020;5;20;1;3834.6405277128156;-34.580746571;-34.580746571
467805;-58.3770677;-34.6221005;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 1;other;other;2020;7;13;2020;8;6;3;0.0;-34.6221005;-34.6221005
71523;-60.654962;-32.9623484;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2019;12;17;2020;9;23;4;0.0;-34.6075682;-58.4370894
82841;-58.4666636826;-34.6036240733;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;12;7;2019;12;22;4;0.0;-34.6036240733;-34.6036240733
