id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day;quarter_start_date;m2_price_gob
244867;-58.432163;-34.5687987;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;3.0;116.0;100.0;;USD;Departamento;other;other;Las Cañitas;other;2019;12;28;2020;2;13;4;0.0
235716;-58.404513;-34.584808;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;33.0;27.0;;USD;Departamento;other;other;other;other;2019;11;2;2019;11;17;4;0.0
548465;-58.4779253;-34.6402576;Argentina;Capital Federal;Parque Avellaneda;sin_info;3.0;2.0;;;;;USD;Departamento;Oeste;Comuna 9;other;other;2019;11;14;2020;1;21;4;0.0
684081;-58.4299508;-34.5799971;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;1.0;59.0;59.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;3;9;2020;3;12;1;3834.6405277128156
323779;-58.4561568;-34.5492198;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;70.0;66.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;4;27;2020;5;5;2;0.0
66120;-58.4195317663;-34.6095151384;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;80.0;65.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;7;8;2019;7;9;3;3123.5529113949997
854120;-58.448762;-34.629361;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;80.0;68.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;17;2020;1;21;1;3287.4493983760863
435725;-57.973003;-34.91942;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;65.0;65.0;;USD;PH;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;8;8;2019;9;14;3;0.0
782422;-58.4302274281;-34.5707078807;Argentina;Capital Federal;Las Cañitas;sin_info;2.0;1.0;2.0;150.0;75.0;;USD;Departamento;other;other;Las Cañitas;other;2019;7;11;2019;7;15;3;0.0
576883;-58.421008;-34.608248;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;52.0;48.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;13;2019;8;14;3;3123.5529113949997
303673;-58.4415845;-34.5668311;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;92.0;84.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;4;2020;9;10;3;3673.8018179977926
209000;-58.4299313;-34.6003958;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;27;2020;1;27;1;3128.8662553727586
324976;-58.3753182418;-34.5990754351;Argentina;Capital Federal;San Nicolás;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;other;other;other;other;2020;3;30;9999;12;31;1;2958.237659595858
221317;-57.959398;-34.903477;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;51.0;48.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;10;26;2019;11;12;4;0.0
854108;-58.490674;-34.553137;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;2.0;87.0;79.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;1;17;2020;1;19;1;3209.027139937997
10500;-58.3632768;-34.6041931;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;;1.0;;66.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;10;3;9999;12;31;4;0.0
95816;;;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;43.0;40.0;;USD;Departamento;Este;Comuna 3;other;other;2019;11;24;2019;12;5;4;2794.6819180997104
549974;-58.438978;-34.586822;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;47.0;43.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;9;2020;2;15;4;3873.022431225748
659984;-58.4143368;-34.5946538;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;90.0;90.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;24;2020;2;11;1;3834.6405277128156
849774;-58.4644209;-34.5533609;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;34.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;3;2020;7;16;1;3894.8593746406755
86188;-58.4300987;-34.6124345;Argentina;Capital Federal;Caballito;sin_info;2.0;;1.0;55.0;46.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;7;2020;7;20;4;3426.100855601055
107474;-58.4187294;-34.6034604;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;90.0;60.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;10;2020;5;20;2;3175.9177624488034
71730;-58.456282819;-34.6265724302;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;56.0;48.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;12;17;2019;12;23;4;0.0
57292;-58.422895;-34.612287;Argentina;Capital Federal;Almagro;sin_info;2.0;;;66.0;56.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;12;18;2020;7;24;4;3145.2527349928964
229783;-58.4483554;-34.5760225;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;30.0;29.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;18;2020;6;20;2;3287.399292616372
198478;-58.3713942;-34.6218351;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;Este;Comuna 1;other;other;2019;7;5;2019;7;9;3;0.0
701784;-58.46744919;-34.55461121;Argentina;Capital Federal;Nuñez;sin_info;2.0;;2.0;215.0;115.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;2;27;2020;7;27;1;0.0
282450;-58.520023;-34.6475541;Argentina;Capital Federal;Liniers;sin_info;3.0;;1.0;90.0;90.0;;USD;PH;Oeste;Comuna 9;other;other;2019;11;7;2019;11;20;4;2705.6073297170537
464725;-58.3795787;-34.6082118;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;66.0;60.0;;USD;Departamento;other;other;other;other;2019;7;4;2019;7;9;3;0.0
877962;-57.9554485564;-34.9298112842;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;13;2020;3;18;4;0.0
410580;-58.4159692987;-34.5898317078;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;37.0;35.0;;USD;Departamento;other;other;other;other;2019;10;13;2019;10;27;4;0.0
106000;-58.4045468;-34.5914415;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;;1.0;50.0;47.0;;USD;Departamento;other;other;other;other;2019;9;17;2019;10;16;3;0.0
353078;-57.9638802355;-34.9345683179;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;53.0;49.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;1;14;2020;2;13;1;0.0
428070;-58.4421207;-34.5934642;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;51.0;46.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;25;2020;2;11;1;3834.6405277128156
262230;-58.369186;-34.639681;Argentina;Capital Federal;Boca;sin_info;2.0;1.0;1.0;84.0;74.0;;USD;Departamento;other;other;other;other;2019;12;26;2020;8;17;4;0.0
631612;-58.37509537;-34.63514328;Argentina;Capital Federal;Barracas;sin_info;3.0;;3.0;105.0;95.0;;USD;Departamento;Sur;Comuna 4;other;other;2020;2;14;2020;9;23;1;0.0
418083;-58.44307709;-34.57348633;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;110.0;60.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;15;9999;12;31;3;3673.8018179977926
606321;-58.4157145;-34.5968801;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;42.0;39.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;14;2019;9;17;3;3902.1896178093994
986802;-58.524468;-34.6542107;Argentina;Capital Federal;Liniers;sin_info;3.0;2.0;2.0;107.0;76.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;8;1;2019;8;14;3;2696.01167389184
958764;-58.5060029;-34.6541268;Argentina;Capital Federal;Mataderos;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Oeste;Comuna 9;other;other;2020;5;30;9999;12;31;2;2669.662921348314
577472;-58.4548468747;-34.6072258673;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;13;2019;8;14;3;3231.277016852641
394889;;;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;7;2020;2;13;1;3894.8593746406755
950692;-58.512836;-34.639778;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Oeste;Comuna 10;other;other;2020;4;23;9999;12;31;2;2616.8617683686175
216015;-58.3955699;-34.5863435;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;2.0;79.0;69.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;6;9;2020;6;16;2;3923.8013271736745
478257;-57.958791;-34.902245;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;53.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;5;18;9999;12;31;2;0.0
274972;-58.4227242614;-34.5876709132;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;2.0;2.0;73.0;67.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;6;25;2020;6;27;2;3744.941017688023
391573;-58.4303447543;-34.6016938057;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;55.0;45.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;5;2020;1;24;1;3128.8662553727586
288492;-58.4371454;-34.6297725;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;;1.0;46.0;40.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;8;6;2019;9;4;3;0.0
606268;-58.4057042;-34.6006579;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;38.0;35.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;9;14;2019;9;17;3;3123.5529113949997
521782;-58.456379;-34.553658;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;63.0;63.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;5;2019;10;10;3;3936.86728916333
626272;-58.4426871;-34.5845831;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;54.0;46.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;10;31;2019;12;23;4;3873.022431225748
188505;;;Argentina;Capital Federal;Palermo;Palermo Hollywood;3.0;2.0;2.0;95.0;79.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;6;20;2020;6;25;2;3744.941017688023
589944;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;58.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;3;10;2020;3;15;1;3492.45183255526
841003;-58.4328816;-34.6340618;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;1.0;1.0;49.0;49.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;3;7;2020;3;15;1;2867.12656974448
902536;-57.9480725359;-34.9272506784;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;72.0;64.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;4;29;2020;6;15;2;0.0
984142;-58.4666435;-34.5643783;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;55.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;1;2019;10;3;3;3936.86728916333
738889;-58.4479027;-34.6087189;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;1;18;2020;8;12;1;3287.4493983760863
207862;;;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2019;10;25;2019;12;27;4;3426.100855601055
301077;-58.4226390036;-34.6156201897;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;74.0;56.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;14;2020;8;13;3;2964.0814193626893
883820;-58.43712;-34.59601;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;79.0;76.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;4;2;2020;4;3;2;3051.8708736518493
692450;;;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;32.0;32.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;12;2019;10;26;4;3136.0511595221365
256995;-58.431375;-34.609251;Argentina;Capital Federal;Almagro;sin_info;3.0;;;90.0;74.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;17;2019;10;8;3;3123.5529113949997
577141;-58.4689659;-34.565054;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;13;2019;8;14;3;3936.86728916333
853644;;;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;36.0;36.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;17;2020;2;13;1;3834.6405277128156
985816;-58.4070302813;-34.5885478321;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;47.0;40.0;;USD;Departamento;other;other;other;other;2019;8;1;2019;8;13;3;0.0
956589;-58.4477355791;-34.5955966314;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;53.0;41.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;20;2020;5;20;2;3051.8708736518493
331755;-58.39725;-34.611923;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;60.0;60.0;;USD;PH;Este;Comuna 3;other;other;2020;5;13;9999;12;31;2;0.0
198643;-58.465816;-34.629677;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;71.0;62.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;7;5;2019;8;17;3;2822.369474862677
64128;-58.4150131;-34.5846553;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;6;9999;12;31;2;3744.941017688023
747481;-58.3931268;-34.5953838;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;2.0;115.0;110.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;1;2019;12;23;4;4028.3176724417417
541807;-58.4041972;-34.6175028;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Este;Comuna 3;other;other;2020;5;15;2020;6;26;2;0.0
274946;-58.4029247813;-34.6043282106;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;81.0;75.0;;USD;Departamento;other;other;other;other;2020;6;25;2020;6;27;2;0.0
164380;-58.4017833;-34.5837916;Argentina;Capital Federal;Palermo;sin_info;3.0;3.0;3.0;93.0;80.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;9;4;2019;9;4;3;3902.1896178093994
171710;-58.43410906;-34.60163988;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;54.0;44.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;12;2020;5;20;2;3051.8708736518493
692309;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;48.0;44.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;12;2019;10;12;4;3620.1489477299046
282455;-58.4710332;-34.6016448;Argentina;Capital Federal;Paternal;sin_info;3.0;;1.0;123.0;91.0;;USD;PH;Centro;Comuna 15;other;other;2019;11;7;2020;2;11;4;0.0
356161;-58.4372446;-34.6234139;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;67.0;67.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;11;6;2020;8;7;4;3426.100855601055
106311;-58.4653526;-34.6169345;Argentina;Capital Federal;Caballito;sin_info;3.0;;1.0;70.0;60.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;9;17;9999;12;31;3;3395.6591326763664
247558;-58.4459660365;-34.6031983574;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;78.0;78.0;;USD;PH;Centro;Comuna 15;other;other;2020;1;3;2020;1;24;1;3153.2079320597763
6752;-58.3904625;-34.6178593;Argentina;Capital Federal;Monserrat;sin_info;3.0;;1.0;57.0;52.0;;USD;Departamento;Este;Comuna 1;other;other;2019;9;10;2020;7;8;3;0.0
546942;-58.4004006;-34.5900048;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;;1.0;42.0;;;USD;Departamento;other;other;other;other;2019;11;14;2020;1;10;4;0.0
918812;-57.9318358;-34.9182065;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;3;18;9999;12;31;1;0.0
47004;-58.4687346;-34.628967;Argentina;Capital Federal;Flores;sin_info;2.0;;1.0;52.0;47.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;10;11;2020;6;12;4;0.0
877721;-58.4137016;-34.6205402;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;13;9999;12;31;4;3145.2527349928964
652407;-58.4297224;-34.6003976;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;12;9999;12;31;4;3145.2527349928964
425315;-58.4255511;-34.6248822;Argentina;Capital Federal;Boedo;sin_info;3.0;;2.0;80.0;67.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;9;19;2020;4;18;3;2668.6621858353296
29425;-58.3795787;-34.6082118;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;66.0;60.0;;USD;Departamento;other;other;other;other;2020;1;12;2020;1;27;1;2958.237659595858
850114;-58.4026461;-34.5910063;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;;;45.0;;USD;Departamento;other;other;other;other;2020;2;3;2020;2;5;1;0.0
986818;-58.4229109;-34.589538;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;76.0;72.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;1;2019;8;13;3;3902.1896178093994
660096;-58.4385378;-34.5736262;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;53.0;53.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;24;2020;2;11;1;3894.8593746406755
412499;-58.4443473816;-34.5480646445;Argentina;Capital Federal;Nuñez;sin_info;3.0;;1.0;150.0;138.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;9;24;2019;12;4;3;0.0
527851;-58.4154462258;-34.647734046;Argentina;Capital Federal;Parque Patricios;sin_info;3.0;2.0;1.0;63.0;60.0;;USD;Departamento;Sur;Comuna 4;other;other;2020;3;28;2020;4;3;1;0.0
918159;-57.9681058;-34.9030702;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;3;18;2020;4;8;1;0.0
111675;-58.405909;-34.611619;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;67.0;62.0;;USD;Departamento;Este;Comuna 3;other;other;2019;10;27;2020;3;10;4;2794.6819180997104
422457;-58.450212;-34.55729;Argentina;Capital Federal;Belgrano;sin_info;3.0;2.0;1.0;54.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;1;28;9999;12;31;1;3894.8593746406755
152861;-58.4628166;-34.6860945;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;2.0;1.0;55.0;55.0;;USD;Departamento;Sur;Comuna 8;Villa Lugano;other;2019;8;28;2019;9;4;3;0.0
25101;;;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;40.0;37.0;;USD;Departamento;other;other;other;other;2020;5;27;2020;6;1;2;0.0
466002;-58.4030729;-34.5832539;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;;1.0;78.0;75.0;;USD;Departamento;other;other;other;other;2019;10;2;2020;7;30;4;0.0
578281;-58.3753672;-34.6245877;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;1.0;77.0;74.0;;USD;Departamento;Este;Comuna 1;other;other;2019;8;13;2019;8;14;3;0.0
394956;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;1;7;2020;2;18;1;0.0
44636;-58.4473358;-34.6264399;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;60.0;56.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;7;2;2020;8;13;3;3135.585264705135
243262;-58.461191;-34.626863;Argentina;Capital Federal;Flores;sin_info;3.0;2.0;1.0;68.0;68.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;9;22;2020;1;20;3;2822.369474862677
214683;-58.4589386;-34.6235022;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 7;other;other;2020;6;9;9999;12;31;2;2792.7372645982923
626779;-58.4342633;-34.6037853;Argentina;Capital Federal;Parque Centenario;sin_info;3.0;2.0;2.0;140.0;130.0;;USD;Departamento;other;other;other;other;2019;10;31;2019;11;15;4;0.0
131315;-57.948527;-34.908946;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;58.0;58.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;8;19;2019;8;31;3;0.0
218270;-58.421759;-34.583695;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;47.0;47.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;1;1;2020;1;21;1;3834.6405277128156
473859;-58.4737727;-34.5404431;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;2.0;75.0;70.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;7;6;2019;7;9;3;0.0
541695;-58.4474166856;-34.5723680822;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;2.0;61.0;49.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;15;2020;5;20;2;3900.3552203916724
428349;-58.4299313;-34.6003958;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 5;other;other;2020;1;25;2020;1;25;1;3128.8662553727586
651258;-58.4524574;-34.5692489;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;;;;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;12;9999;12;31;4;3620.1489477299046
800736;-58.4609818;-34.5795213;Argentina;Capital Federal;Villa Ortuzar;sin_info;2.0;1.0;1.0;57.0;57.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;12;2020;4;17;1;0.0
255455;-58.376801;-34.599941;Argentina;Capital Federal;San Nicolás;sin_info;3.0;2.0;1.0;73.0;73.0;;USD;Departamento;other;other;other;other;2019;12;19;2020;4;29;4;0.0
558595;-58.4245565841;-34.5914152144;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;70.0;60.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;9;2020;5;20;2;3744.941017688023
894452;-58.4340472;-34.6098651;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;3;21;2020;4;8;1;3287.4493983760863
588323;-58.418935;-34.587879;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;65.0;60.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;10;2020;6;27;1;3834.6405277128156
807830;-58.4793782;-34.6006974;Argentina;Capital Federal;Villa del Parque;sin_info;3.0;2.0;1.0;65.0;48.0;;USD;PH;Oeste;Comuna 11;other;other;2020;3;17;2020;4;3;1;2872.5376351303466
412400;-58.4237547;-34.5766828;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;48.0;48.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;24;2020;2;11;3;3936.86728916333
674132;-58.4449345;-34.6077564;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;66.0;56.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;25;2019;9;4;3;3395.6591326763664
947127;-58.4411019;-34.5654606;Argentina;Capital Federal;Palermo;sin_info;3.0;1.0;2.0;56.0;56.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;13;2020;3;14;1;3834.6405277128156
231359;-58.466728;-34.623857;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;50.0;46.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;10;20;2019;11;4;4;0.0
180757;-58.447824;-34.581532;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;63.0;57.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;8;9999;12;31;3;3252.271557113786
899380;-58.3743169865;-34.6245029094;Argentina;Capital Federal;San Telmo;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Este;Comuna 1;other;other;2020;7;12;9999;12;31;3;0.0
221272;-58.420405;-34.645487;Argentina;Capital Federal;Pompeya;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;other;other;other;other;2019;10;26;2019;11;4;4;0.0
519572;;;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;130.0;120.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;14;2019;12;23;4;3873.022431225748
178220;-58.4900220712;-34.623463396;Argentina;Capital Federal;Floresta;sin_info;2.0;1.0;1.0;46.0;43.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;5;8;2020;5;20;2;0.0
410659;-58.5131743;-34.5797132;Argentina;Capital Federal;Villa Pueyrredón;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;other;other;other;other;2019;10;13;2019;11;12;4;2941.2738205365404
693598;-58.3632991;-34.6115335;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;3.0;188.0;188.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2019;10;12;2019;12;23;4;0.0
443338;-58.4703873995;-34.55668369;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;74.0;69.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;6;1;9999;12;31;2;0.0
27971;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2019;11;11;2020;9;3;4;0.0
13981;;;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;75.0;57.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;5;23;2020;6;1;2;3245.6235781903574
464121;-58.4506863;-34.5613971;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;97.0;51.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;7;4;2019;7;9;3;3936.86728916333
