id;lat;lon;localidad_1;localidad_2;localidad_3;localidad_4;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;property_type;l3_zona;l3_comuna;l3_new;l4_new;start_date_year;start_date_month;start_date_day;end_date_year;end_date_month;end_date_day
626704;-58.372726;-34.617434;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;1.0;71.0;67.0;;USD;Departamento;Este;Comuna 1;other;other;2019;10;31;9999;12;31
746951;-58.4369555;-34.5537167;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;67.0;67.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;11;1;2019;12;3
697115;-58.41344252;-34.5860153839;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;125.0;110.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;5;29;2020;6;25
743379;-58.41416;-34.60165;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;67.0;67.0;;USD;PH;Centro;Comuna 5;other;other;2020;6;30;2020;7;15
181180;-58.4838987;-34.6330353;Argentina;Capital Federal;Floresta;sin_info;3.0;2.0;1.0;70.0;64.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;7;8;2020;8;6
918799;-57.9554648675;-34.9298595508;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;3;18;9999;12;31
442676;-58.46377945;-34.56033325;Argentina;Capital Federal;Belgrano;sin_info;2.0;;2.0;80.0;76.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;6;1;2020;7;1
89772;-58.4400177163;-34.5959688801;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;46.0;46.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;4;30;2020;5;15
952791;-58.415237;-34.591812;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;23;9999;12;31
356600;-58.4454984;-34.5972556;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;39.0;36.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;11;6;2019;11;21
37377;-58.420789;-34.597645;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;49.0;49.0;;USD;PH;Norte;Comuna 14;other;other;2019;12;1;2020;9;2
583715;-58.3646597;-34.6366763;Argentina;Capital Federal;Boca;sin_info;2.0;1.0;1.0;;62.0;;USD;Departamento;other;other;other;other;2020;2;15;9999;12;31
615627;-58.398861;-34.590077;Argentina;Capital Federal;Recoleta;sin_info;2.0;1.0;1.0;54.0;52.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;9;11;2019;9;14
418089;-58.47135162;-34.56063843;Argentina;Capital Federal;Belgrano;sin_info;3.0;;2.0;112.0;100.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;7;15;9999;12;31
499876;-58.515507;-34.620958;Argentina;Capital Federal;Monte Castro;sin_info;2.0;1.0;1.0;71.0;50.0;;USD;PH;Oeste;Comuna 10;other;other;2019;7;24;2019;9;14
196008;-58.4493062;-34.5900555;Argentina;Capital Federal;Chacarita;sin_info;3.0;2.0;2.0;92.0;64.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;19;2020;5;20
85647;-57.9318505358;-34.9235033458;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;10;7;2020;3;25
150959;-58.4222334;-34.6048783;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;37.0;37.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;10;16;2020;6;5
878040;-58.3940953;-34.6181503;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;2.0;;;;USD;Departamento;Este;Comuna 3;other;other;2019;11;13;2020;5;14
839230;-58.4579747;-34.6049537;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;38.0;38.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;3;7;2020;7;28
152686;-58.42413734;-34.59732979;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;2.0;83.0;54.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;28;2019;9;4
176486;-58.3946046;-34.6123687;Argentina;Capital Federal;Balvanera;sin_info;2.0;1.0;1.0;64.0;45.0;;USD;Departamento;Este;Comuna 3;other;other;2020;6;11;2020;6;16
381656;-58.4212363406;-34.6020773149;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;77.0;51.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;11;2020;5;20
282294;-58.5095841;-34.5795204;Argentina;Capital Federal;Villa Pueyrredón;sin_info;2.0;;1.0;47.0;42.0;;USD;Departamento;other;other;other;other;2019;11;7;2020;2;15
473948;-58.4493062;-34.5900555;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;75.0;64.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;7;6;2019;7;9
854175;-58.4392903383;-34.5977120943;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;111.0;80.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;17;2020;2;11
287176;-58.36080551;-34.6101799;Argentina;Capital Federal;Puerto Madero;sin_info;2.0;;3.0;188.0;188.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2020;6;23;9999;12;31
985159;-58.4133198;-34.598972;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;42.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;8;1;2019;8;13
387232;-58.4273022;-34.5948201;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;63.0;55.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;16;2019;12;23
15920;-58.512892;-34.66198;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;1.0;159.0;87.0;;USD;PH;Oeste;Comuna 9;other;other;2019;12;23;2020;1;18
315852;-57.9566842912;-34.8969182063;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;65.0;65.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;5;21;2020;9;2
774139;-58.449753;-34.553449;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;92.0;48.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;29;2020;9;1
428087;;;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;1;25;2020;1;25
606691;-58.441114;-34.618688;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;30.0;27.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;9;14;2019;9;17
39340;-58.400758;-34.6314248;Argentina;Capital Federal;Parque Patricios;sin_info;3.0;2.0;2.0;51.0;49.0;;USD;Departamento;Sur;Comuna 4;other;other;2019;12;21;2019;12;23
577370;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;58.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;13;2019;8;14
353163;-58.4075431;-34.5898773;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;74.0;74.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;14;2020;2;12
532467;-58.4082728;-34.5957543;Argentina;Capital Federal;Barrio Norte;sin_info;2.0;1.0;1.0;39.0;39.0;;USD;Departamento;other;other;other;other;2020;1;30;2020;2;26
692915;-58.4636016;-34.5426066;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;2.0;86.0;66.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;10;12;2019;12;23
208193;-58.4676259307;-34.6352545204;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;Centro;Comuna 7;other;other;2020;1;27;2020;3;1
589873;-58.4250475054;-34.5802892799;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;44.0;42.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;10;2020;3;15
190847;-58.4409407;-34.5966734;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;54.0;54.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;26;2020;6;1
188469;-58.4699027;-34.5579145;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;1.0;49.0;43.0;;USD;PH;Norte;Comuna 13;Nuñez;other;2020;6;20;2020;6;25
692272;-58.4477355791;-34.5955966314;Argentina;Capital Federal;Chacarita;sin_info;2.0;1.0;1.0;41.0;41.0;;USD;PH;Centro;Comuna 15;other;other;2019;10;12;2019;10;20
57445;-58.36507;-34.6243374;Argentina;Capital Federal;San Telmo;sin_info;2.0;;1.0;108.0;108.0;;USD;Departamento;Este;Comuna 1;other;other;2019;12;18;2020;8;15
607418;-58.471146;-34.6044478;Argentina;Capital Federal;Paternal;sin_info;3.0;2.0;1.0;57.0;51.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;9;14;2019;9;17
678918;-58.499978;-34.59192;Argentina;Capital Federal;Villa Pueyrredón;sin_info;3.0;2.0;1.0;64.0;55.0;;USD;Departamento;other;other;other;other;2020;2;5;2020;8;15
583376;-58.4491112;-34.6088168;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;81.0;81.0;;USD;Departamento;Centro;Comuna 6;other;other;2020;2;15;2020;2;16
866644;-58.3766514;-34.619755;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;1.0;40.0;40.0;;USD;PH;Este;Comuna 1;other;other;2020;3;4;2020;3;16
80635;-58.470803;-34.579355;Argentina;Capital Federal;Villa Ortuzar;sin_info;3.0;2.0;1.0;42.0;42.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;7;29;2019;9;14
244836;-58.4655644;-34.5648989;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;39.0;39.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;12;28;2020;2;13
571541;-58.4991691;-34.618758;Argentina;Capital Federal;Floresta;sin_info;3.0;2.0;1.0;75.0;67.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;6;3;2020;6;15
287471;-58.373001;-34.61978;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Este;Comuna 1;other;other;2020;6;23;9999;12;31
824147;-58.4340472;-34.6098651;Argentina;Capital Federal;Caballito;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2020;4;8;2020;5;25
757689;-58.4696211;-34.5792291;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;1.0;;60.0;;USD;PH;Norte;Comuna 12;other;other;2020;2;7;2020;2;8
738846;-58.3961288;-34.5976676;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;;;;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2020;1;18;2020;8;3
488073;-58.4179834873;-34.6121642704;Argentina;Capital Federal;Almagro;sin_info;2.0;;1.0;45.0;45.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;11;30;2020;2;7
111487;-58.4558185022;-34.5793262582;Argentina;Capital Federal;Colegiales;sin_info;2.0;1.0;1.0;58.0;50.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;10;27;2019;11;10
583661;-58.5031222;-34.6600786;Argentina;Capital Federal;Mataderos;sin_info;3.0;2.0;1.0;47.0;47.0;;USD;PH;Oeste;Comuna 9;other;other;2020;2;15;9999;12;31
757124;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;45.0;;USD;Departamento;other;other;other;other;2020;2;7;9999;12;31
51813;-58.387981;-34.587256;Argentina;Capital Federal;Recoleta;sin_info;3.0;2.0;1.0;85.0;85.0;;USD;Departamento;Norte;Comuna 2;Recoleta;other;2019;11;3;2019;11;12
625637;;;Argentina;Capital Federal;sin_info;sin_info;3.0;;1.0;;52.0;;USD;Departamento;other;other;other;other;2019;10;31;9999;12;31
757360;-58.4559965;-34.5689924;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;41.0;;USD;Departamento;Norte;Comuna 13;other;other;2020;2;7;2020;3;12
817161;;;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 12;other;other;2020;2;18;2020;2;21
153977;-58.4429083597;-34.5581428968;Argentina;Capital Federal;Belgrano;sin_info;2.0;;1.0;49.0;;;USD;Departamento;Norte;Comuna 13;other;other;2019;8;28;2020;9;15
252832;-58.41256714;-34.59181976;Argentina;Capital Federal;Palermo;Palermo Soho;2.0;;1.0;91.0;91.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;7;12;2019;8;16
1522;-58.4100043223;-34.6002759572;Argentina;Capital Federal;Barrio Norte;sin_info;3.0;2.0;1.0;65.0;65.0;;USD;PH;other;other;other;other;2020;6;21;2020;6;21
438529;-58.4974018;-34.5986896;Argentina;Capital Federal;Villa del Parque;sin_info;2.0;1.0;1.0;62.0;50.0;;USD;Departamento;Oeste;Comuna 11;other;other;2019;11;16;2019;12;23
278658;-58.3594584;-34.6282003;Argentina;Capital Federal;Boca;sin_info;2.0;;1.0;56.0;56.0;;USD;Departamento;other;other;other;other;2019;8;20;2020;1;9
394515;-58.4501278;-34.6058994;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;1;7;2020;1;18
36013;-58.4276083;-34.6053726;Argentina;Capital Federal;Parque Centenario;sin_info;2.0;1.0;1.0;56.0;50.0;;USD;Departamento;other;other;other;other;2020;6;22;2020;6;27
346688;;;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;62.0;59.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;7;21;2020;7;28
403480;-58.4317502707;-34.5964570035;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;74.0;70.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;3;29;2020;4;3
445188;-58.4286129;-34.5875627;Argentina;Capital Federal;Palermo;Palermo Soho;3.0;1.0;1.0;65.0;65.0;;USD;PH;Norte;Comuna 14;other;other;2020;4;1;2020;5;11
423584;-58.455189;-34.600218;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;;;58.0;46.0;;USD;PH;Centro;Comuna 15;other;other;2019;9;19;2019;10;8
145643;-58.4595155;-34.6455293;Argentina;Capital Federal;Flores;sin_info;2.0;;1.0;52.0;38.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;10;30;9999;12;31
272310;-58.4470108;-34.5718894;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;14;9999;12;31
82769;-58.472437;-34.567034;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;42.0;38.0;;USD;PH;Norte;Comuna 13;other;other;2019;12;7;2019;12;8
606608;-58.4553005;-34.5555498;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;80.0;70.0;;USD;Departamento;Norte;Comuna 13;other;other;2019;9;14;2019;9;17
982126;-58.4798413;-34.6398818;Argentina;Capital Federal;Parque Avellaneda;sin_info;2.0;;1.0;95.0;45.0;;USD;PH;Oeste;Comuna 9;other;other;2019;8;1;2019;12;12
964098;-57.968633;-34.921692;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;51.0;47.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;9;12;2019;9;14
611601;-58.4261982;-34.5968691;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Norte;Comuna 14;other;other;2020;4;17;2020;9;4
693545;-58.4469416;-34.5921677;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;72.0;55.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;12;2019;10;12
631287;-58.4610179;-34.6040923;Argentina;Capital Federal;Paternal;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;14;2020;5;14
64118;-58.4303578768;-34.6056192583;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;48.0;44.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;6;2020;5;20
697145;-58.4400106;-34.59898;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;2.0;94.0;85.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;5;29;2020;6;25
672940;-58.4236001;-34.5980796;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;45.0;40.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;8;25;2019;9;4
607246;-58.5222007;-34.6501958;Argentina;Capital Federal;Liniers;sin_info;3.0;2.0;1.0;65.0;65.0;;USD;Departamento;Oeste;Comuna 9;other;other;2019;9;14;2019;9;17
491060;-58.4346996174;-34.6008673348;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;66.0;54.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;6;6;2020;6;8
191454;;;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;2.0;1.0;1.0;66.0;60.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;6;5;2020;8;13
577638;-58.4299431;-34.637852;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;1.0;1.0;43.0;43.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;8;13;2019;8;14
446318;-58.41416;-34.60165;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;1.0;67.0;67.0;;USD;PH;Centro;Comuna 5;other;other;2020;4;1;2020;4;3
953713;-58.4692864;-34.5493752;Argentina;Capital Federal;Nuñez;sin_info;3.0;2.0;3.0;101.0;88.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2020;4;23;2020;5;3
180668;;;Argentina;Capital Federal;Palermo;Palermo Hollywood;2.0;1.0;2.0;90.0;60.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Hollywood;2020;7;8;2020;7;15
42056;-58.483273;-34.569857;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;54.0;46.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;7;14;2019;9;14
607203;-58.4254843;-34.6010093;Argentina;Capital Federal;Almagro;sin_info;3.0;2.0;2.0;68.0;60.0;;USD;Departamento;Centro;Comuna 5;other;other;2019;9;14;2019;9;17
233833;-58.4183102;-34.6033231;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;2.0;51.0;47.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;16;2020;5;20
569103;-58.4928073;-34.5552956;Argentina;Capital Federal;Saavedra;sin_info;3.0;2.0;2.0;84.0;70.0;;USD;Departamento;Norte;Comuna 12;other;other;2020;6;3;2020;6;25
743386;-58.4756859;-34.6347976;Argentina;Capital Federal;Floresta;sin_info;3.0;2.0;1.0;51.0;51.0;;USD;PH;Oeste;Comuna 10;other;other;2020;6;30;9999;12;31
221359;-58.4422322;-34.5933706;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;52.0;46.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;10;26;2019;11;9
680050;;;Argentina;Capital Federal;sin_info;sin_info;2.0;1.0;1.0;;;;USD;Departamento;other;other;other;other;2020;2;5;9999;12;31
255435;-58.40114;-34.61775;Argentina;Capital Federal;Balvanera;sin_info;3.0;2.0;1.0;61.0;57.0;;USD;Departamento;Este;Comuna 3;other;other;2019;12;19;2020;2;24
831796;-58.4178005176;-34.5958143999;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;93.0;65.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;2;13;2020;2;13
349060;;;Argentina;Capital Federal;Nuñez;sin_info;2.0;;2.0;49.0;44.0;;USD;Departamento;Norte;Comuna 13;Nuñez;other;2019;11;26;2020;6;2
651140;-57.9366412352;-34.9364894479;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;12;2020;5;29
728137;-58.381557;-34.603683;Argentina;Capital Federal;San Nicolás;sin_info;3.0;;;;;;USD;Departamento;other;other;other;other;2020;4;21;9999;12;31
673290;-58.395567;-34.609836;Argentina;Capital Federal;Congreso;sin_info;2.0;1.0;1.0;42.0;42.0;;USD;Departamento;other;other;other;other;2019;8;25;2019;9;4
445424;-58.4528301;-34.6033203;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;52.0;48.0;;USD;PH;Centro;Comuna 15;other;other;2020;4;1;9999;12;31
816515;-58.4435512;-34.5956916;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;42.0;40.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;2;18;2020;2;20
403438;-58.37462;-34.61555;Argentina;Capital Federal;San Telmo;sin_info;3.0;2.0;1.0;61.0;61.0;;USD;Departamento;Este;Comuna 1;other;other;2020;3;29;2020;4;1
84473;-58.4300380813;-34.5982192139;Argentina;Capital Federal;Villa Crespo;sin_info;2.0;1.0;1.0;66.0;58.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;8;21;2019;9;4
801524;-57.9450332;-34.9258775;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;sin_info;3.0;2.0;1.0;;;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2020;2;12;2020;5;14
127430;-58.4147392;-34.5781774;Argentina;Capital Federal;Palermo;Palermo Viejo;3.0;2.0;2.0;86.0;78.0;;USD;Departamento;Norte;Comuna 14;other;Palermo Viejo;2020;7;7;9999;12;31
406456;-58.437245;-34.623532;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;56.0;44.0;;USD;PH;Centro;Comuna 6;other;other;2020;7;18;2020;8;27
952660;-58.529442;-34.618263;Argentina;Capital Federal;Liniers;sin_info;3.0;2.0;2.0;;;;USD;PH;Oeste;Comuna 9;other;other;2020;4;23;9999;12;31
88435;-58.4440973442;-34.5925547181;Argentina;Capital Federal;Villa Crespo;sin_info;3.0;2.0;1.0;51.0;42.0;;USD;Departamento;Centro;Comuna 15;other;other;2019;12;30;2020;1;14
453468;-58.526669;-34.643867;Argentina;Capital Federal;Liniers;sin_info;3.0;;;;;;USD;PH;Oeste;Comuna 9;other;other;2020;2;17;2020;2;28
227528;-58.5047423976;-34.5856023373;Argentina;Capital Federal;Villa Pueyrredón;sin_info;2.0;1.0;1.0;52.0;49.0;;USD;Departamento;other;other;other;other;2020;5;28;2020;6;1
615810;-58.495;-34.577848;Argentina;Capital Federal;Villa Urquiza;sin_info;2.0;1.0;1.0;66.0;48.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;9;11;2019;9;14
622564;-58.4810744;-34.6729225;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;2.0;2.0;74.0;74.0;;USD;PH;Sur;Comuna 8;Villa Lugano;other;2020;3;19;2020;4;3
473457;-57.936674;-34.921529;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;2.0;1.0;1.0;48.0;46.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;7;6;2019;8;17
626766;-58.491051;-34.580818;Argentina;Capital Federal;Villa Urquiza;sin_info;3.0;2.0;2.0;99.0;87.0;;USD;Departamento;Norte;Comuna 12;other;other;2019;10;31;2019;11;19
171605;-58.416505;-34.607177;Argentina;Capital Federal;Almagro;sin_info;2.0;1.0;1.0;42.0;39.0;;USD;Departamento;Centro;Comuna 5;other;other;2020;5;12;2020;5;20
879480;-58.4500055;-34.6261936;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;;;;USD;Departamento;Centro;Comuna 6;other;other;2019;11;13;9999;12;31
362373;-58.4207279;-34.5897665;Argentina;Capital Federal;Palermo;sin_info;3.0;2.0;1.0;70.0;61.0;;USD;Departamento;Norte;Comuna 14;other;other;2019;12;10;2019;12;23
519598;-58.451168;-34.626019;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;2.0;98.0;57.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;12;14;2019;12;20
346443;-58.4814067;-34.6854109;Argentina;Capital Federal;Villa Lugano;sin_info;3.0;2.0;1.0;;;;USD;PH;Sur;Comuna 8;Villa Lugano;other;2020;7;21;9999;12;31
597883;-58.4306897;-34.5711396;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;37.0;37.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;3;25;2020;3;31
887548;-58.4585126;-34.6290077;Argentina;Capital Federal;Flores;sin_info;2.0;1.0;1.0;;;;USD;Departamento;Centro;Comuna 7;other;other;2020;3;21;2020;7;1
95742;-58.4109982;-34.6038897;Argentina;Capital Federal;Abasto;sin_info;2.0;1.0;1.0;43.0;40.0;;USD;Departamento;other;other;other;other;2019;11;24;2019;11;27
311522;-58.422908;-34.5739588;Argentina;Capital Federal;Palermo;sin_info;2.0;1.0;1.0;40.0;40.0;;USD;Departamento;Norte;Comuna 14;other;other;2020;7;16;2020;7;22
66926;;;Argentina;Capital Federal;Villa Luro;sin_info;3.0;;1.0;74.0;66.0;;USD;Departamento;Oeste;Comuna 10;other;other;2019;10;4;9999;12;31
346010;-58.493941;-34.588611;Argentina;Capital Federal;Villa Pueyrredón;sin_info;2.0;1.0;1.0;67.0;48.0;;USD;PH;other;other;other;other;2020;7;21;2020;9;2
114303;-58.4402954;-34.6355401;Argentina;Capital Federal;Parque Chacabuco;sin_info;2.0;;1.0;74.0;64.0;;USD;Departamento;Centro;Comuna 7;other;other;2019;10;21;9999;12;31
25050;;;Argentina;Capital Federal;Belgrano;sin_info;2.0;1.0;1.0;51.0;;;USD;Departamento;Norte;Comuna 13;other;other;2020;5;27;2020;6;11
952540;-58.3604664;-34.6191653;Argentina;Capital Federal;Puerto Madero;sin_info;3.0;2.0;2.0;112.0;89.0;;USD;Departamento;Este;Comuna 1;Puerto Madero;other;2020;4;23;2020;5;3
475917;-58.4685781;-34.5821578;Argentina;Capital Federal;Villa Ortuzar;sin_info;2.0;1.0;1.0;34.0;31.0;;USD;Departamento;Centro;Comuna 15;other;other;2020;6;4;2020;6;8
15714;-57.9621497417;-34.9243027906;Argentina;Bs.As. G.B.A. Zona Sur;La Plata;La Plata;3.0;2.0;1.0;69.0;69.0;;USD;Departamento;G.B.A. Zona Sur;G.B.A. Zona Sur;other;other;2019;11;25;2020;9;4
652804;-58.4373489405;-34.5664675974;Argentina;Capital Federal;Las Cañitas;sin_info;3.0;2.0;2.0;;;;USD;Departamento;other;other;Las Cañitas;other;2019;11;12;2020;5;15
408359;-58.4396204;-34.6205383;Argentina;Capital Federal;Caballito;sin_info;3.0;2.0;1.0;48.0;48.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;8;22;2019;9;4
378826;-58.405186;-34.607437;Argentina;Capital Federal;Once;sin_info;3.0;2.0;1.0;48.0;48.0;;USD;Departamento;other;other;other;other;2019;12;27;9999;12;31
64192;-58.5094392762;-34.6336352435;Argentina;Capital Federal;Villa Luro;sin_info;2.0;1.0;1.0;48.0;45.0;;USD;Departamento;Oeste;Comuna 10;other;other;2020;5;6;2020;7;18
412413;;;Argentina;Capital Federal;Caballito;sin_info;2.0;;1.0;100.0;39.0;;USD;Departamento;Centro;Comuna 6;other;other;2019;9;24;2019;10;7
